description,seriesId,economy,country,period,value,year
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MAF,St. Martin (French part),YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LCA,St. Lucia,YR2002,689.999997615814,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KNA,St. Kitts and Nevis,YR2002,319.999992847443,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LKA,Sri Lanka,YR2002,21450.0007629395,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ESP,Spain,YR2002,384450.012207031,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SSD,South Sudan,YR2002,56110.0006103516,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ZAF,South Africa,YR2002,422989.990234375,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SOM,Somalia,YR2002,26139.9993896484,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SLB,Solomon Islands,YR2002,569.999992847443,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SVN,Slovenia,YR2002,18790.0009155273,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SVK,Slovak Republic,YR2002,46150.0015258789,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SXM,Sint Maarten (Dutch part),YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SGP,Singapore,YR2002,54049.9992370605,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SLE,Sierra Leone,YR2002,3490.00000953674,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SYC,Seychelles,YR2002,439.999997615814,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SRB,Serbia,YR2002,65110.0006103516,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SEN,Senegal,YR2002,17000.0,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SAU,Saudi Arabia,YR2002,369760.009765625,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,STP,Sao Tome and Principe,YR2002,79.9999982118607,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SMR,San Marino,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,WSM,Samoa,YR2002,469.999998807907,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,RWA,Rwanda,YR2002,2720.00002861023,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,RUS,Russian Federation,YR2002,2186659.91210938,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ROU,Romania,YR2002,122949.996948242,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,QAT,Qatar,YR2002,41400.0015258789,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PRI,Puerto Rico,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PRT,Portugal,YR2002,83059.9975585938,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,POL,Poland,YR2002,345730.010986328,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PHL,Philippines,YR2002,139580.001831055,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PER,Peru,YR2002,62569.9996948242,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PRY,Paraguay,YR2002,32020.0004577637,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PNG,Papua New Guinea,YR2002,14079.9999237061,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PAN,Panama,YR2002,10649.9996185303,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PLW,Palau,YR2002,239.999994635582,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PAK,Pakistan,YR2002,242589.996337891,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,OMN,Oman,YR2002,44189.998626709,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NOR,Norway,YR2002,47439.998626709,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MNP,Northern Mariana Islands,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MKD,North Macedonia,YR2002,11149.9996185303,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NGA,Nigeria,YR2002,227449.996948242,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NER,Niger,YR2002,20649.9996185303,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NIC,Nicaragua,YR2002,12909.9998474121,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NZL,New Zealand,YR2002,81529.9987792969,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NCL,New Caledonia,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NLD,Netherlands,YR2002,206830.001831055,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NPL,Nepal,YR2002,26659.9998474121,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NRU,Nauru,YR2002,79.9999982118607,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NAM,Namibia,YR2002,9350.00038146973,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MMR,Myanmar,YR2002,73540.0009155273,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MOZ,Mozambique,YR2002,23809.9994659424,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MAR,Morocco,YR2002,54520.0004577637,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MNE,Montenegro,YR2002,4269.99998092651,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MNG,Mongolia,YR2002,25399.9996185303,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MCO,Monaco,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MDA,Moldova,YR2002,11770.0004577637,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FSM,"Micronesia, Fed. Sts.",YR2002,209.999993443489,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MEX,Mexico,YR2002,539090.026855469,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MUS,Mauritius,YR2002,4429.99982833862,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MRT,Mauritania,YR2002,9520.00045776367,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MHL,Marshall Islands,YR2002,150.000005960464,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MLT,Malta,YR2002,2619.99988555908,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MLI,Mali,YR2002,21569.9996948242,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MDV,Maldives,YR2002,709.999978542328,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MYS,Malaysia,YR2002,173460.006713867,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MWI,Malawi,YR2002,4050.00019073486,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MDG,Madagascar,YR2002,23040.0009155273,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MAC,"Macao SAR, China",YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LUX,Luxembourg,YR2002,10789.999961853,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LTU,Lithuania,YR2002,20450.0007629395,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LIE,Liechtenstein,YR2002,230.000004172325,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LBY,Libya,YR2002,105879.997253418,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LBR,Liberia,YR2002,860.000014305115,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LSO,Lesotho,YR2002,2089.99991416931,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LBN,Lebanon,YR2002,20219.9993133545,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LVA,Latvia,YR2002,11149.9996185303,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LAO,Lao PDR,YR2002,8600.00038146973,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KGZ,Kyrgyz Republic,YR2002,9850.00038146973,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KWT,Kuwait,YR2002,74790.0009155273,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,XKX,Kosovo,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KOR,"Korea, Rep.",YR2002,521369.995117188,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PRK,"Korea, Dem. People's Rep.",YR2002,87419.9981689453,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KIR,Kiribati,YR2002,59.9999986588955,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KEN,Kenya,YR2002,35360.0006103516,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KAZ,Kazakhstan,YR2002,182360.000610352,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,JOR,Jordan,YR2002,21770.0004577637,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,JPN,Japan,YR2002,1286689.94140625,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,JAM,Jamaica,YR2002,11989.9997711182,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ITA,Italy,YR2002,525260.009765625,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ISR,Israel,YR2002,75660.0036621094,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IMN,Isle of Man,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IRL,Ireland,YR2002,72540.0009155273,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IRQ,Iraq,YR2002,155419.998168945,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IRN,"Iran, Islamic Rep.",YR2002,557000.0,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IDN,Indonesia,YR2002,681900.024414063,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IND,India,YR2002,1738530.02929688,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ISL,Iceland,YR2002,3319.9999332428,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HUN,Hungary,YR2002,71419.9981689453,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HKG,"Hong Kong SAR, China",YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HND,Honduras,YR2002,13819.9996948242,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HTI,Haiti,YR2002,7800.00019073486,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GUY,Guyana,YR2002,3569.9999332428,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GNB,Guinea-Bissau,YR2002,1870.00000476837,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GIN,Guinea,YR2002,13529.9997329712,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GTM,Guatemala,YR2002,20520.0004577637,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GUM,Guam,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GRD,Grenada,YR2002,2130.00011444092,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GRL,Greenland,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GRC,Greece,YR2002,118769.996643066,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GIB,Gibraltar,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GHA,Ghana,YR2002,18180.0003051758,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DEU,Germany,YR2002,960150.024414063,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GEO,Georgia,YR2002,11229.9995422363,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GMB,"Gambia, The",YR2002,1850.00002384186,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GAB,Gabon,YR2002,13369.9998855591,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PYF,French Polynesia,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FRA,France,YR2002,504279.998779297,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FIN,Finland,YR2002,77010.0021362305,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FJI,Fiji,YR2002,2039.99996185303,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FRO,Faroe Islands,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ETH,Ethiopia,YR2002,85839.9963378906,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SWZ,Eswatini,YR2002,2250.0,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,EST,Estonia,YR2002,17680.0003051758,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ERI,Eritrea,YR2002,5219.99979019165,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GNQ,Equatorial Guinea,YR2002,10149.9996185303,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SLV,El Salvador,YR2002,11000.0,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,EGY,"Egypt, Arab Rep.",YR2002,204770.004272461,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ECU,Ecuador,YR2002,52919.9981689453,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DOM,Dominican Republic,YR2002,30389.9993896484,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DMA,Dominica,YR2002,180.000007152557,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DJI,Djibouti,YR2002,1259.99999046326,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DNK,Denmark,YR2002,70739.9978637695,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CZE,Czechia,YR2002,138190.002441406,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CYP,Cyprus,YR2002,8300.00019073486,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CUW,Curacao,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CUB,Cuba,YR2002,41900.0015258789,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HRV,Croatia,YR2002,27079.9999237061,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CIV,Cote d'Ivoire,YR2002,26040.0009155273,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CRI,Costa Rica,YR2002,10779.9997329712,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,COG,"Congo, Rep.",YR2002,9550.00019073486,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,COD,"Congo, Dem. Rep.",YR2002,41520.0004577637,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,COM,Comoros,YR2002,330.000013113022,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,COL,Colombia,YR2002,140050.003051758,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CHN,China,YR2002,5068779.78515625,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CHL,Chile,YR2002,68410.0036621094,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CHI,Channel Islands,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TCD,Chad,YR2002,37189.998626709,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CAF,Central African Republic,YR2002,18690.0005340576,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CYM,Cayman Islands,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CAN,Canada,YR2002,657760.009765625,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CMR,Cameroon,YR2002,82309.9975585938,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KHM,Cambodia,YR2002,19829.9999237061,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CPV,Cabo Verde,YR2002,439.999997615814,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BDI,Burundi,YR2002,1950.00004768372,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BFA,Burkina Faso,YR2002,16090.0001525879,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BGR,Bulgaria,YR2002,57450.0007629395,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BRN,Brunei Darussalam,YR2002,6559.99994277954,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,VGB,British Virgin Islands,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BRA,Brazil,YR2002,820650.024414063,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BWA,Botswana,YR2002,15920.0000762939,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BIH,Bosnia and Herzegovina,YR2002,18510.0002288818,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BOL,Bolivia,YR2002,34340.0001525879,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BTN,Bhutan,YR2002,860.000014305115,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BMU,Bermuda,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BEN,Benin,YR2002,7530.00020980835,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BLZ,Belize,YR2002,939.999997615814,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BEL,Belgium,YR2002,131360.000610352,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BLR,Belarus,YR2002,77029.9987792969,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BRB,Barbados,YR2002,3710.00003814697,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BGD,Bangladesh,YR2002,124199.996948242,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BHR,Bahrain,YR2002,27489.9997711182,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BHS,"Bahamas, The",YR2002,2619.99988555908,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AZE,Azerbaijan,YR2002,37250.0,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AUT,Austria,YR2002,84330.0018310547,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AUS,Australia,YR2002,619280.029296875,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ABW,Aruba,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ARM,Armenia,YR2002,5769.99998092651,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ARG,Argentina,YR2002,280480.010986328,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ATG,Antigua and Barbuda,YR2002,699.999988079071,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AGO,Angola,YR2002,60209.9990844727,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AND,Andorra,YR2002,600.000023841858,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ASM,American Samoa,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DZA,Algeria,YR2002,165039.993286133,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ALB,Albania,YR2002,8750.0,2002
